"rdf:about","dcterms:issued","dcterms:modified","rdfs:label","rdfs:comment","dcterms:description","skos:prefLabel","rdfs:isDefinedBy","rdf:type","rdfs:subPropertyOf","dwcattributes:status","dwcattributes:abcdEquivalence","dwcattributes:organizedInClass","dwcattributes:decision","dcterms:replaces","dcterms:replaces1","dcterms:replaces2"
"http://rs.tdwg.org/dwc/terms/scientificName-2009-09-21","2008-11-19","2009-09-21","scientificName","The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.","Examples: ""Coleoptera"" (order), ""Vespertilionidae"" (family), ""Manis"" (genus), ""Ctenomys sociabilis"" (genus + specificEpithet), ""Ambystoma tigrinum diaboli"" (genus + specificEpithet + infraspecificEpithet), ""Roptrocerus typographi (Györfi, 1952)"" (genus + specificEpithet + scientificNameAuthorship), ""Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell"" (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship)","Scientific Name","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/FullScientificNameString","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/scientificName-2009-04-24",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificNameAuthor-2003-06-13","2003-06-13","2003-06-13","ScientificNameAuthor","The author of a scientific name. Author string as applied to the accepted name. Can be more than one author (concatenated string). Should be formatted according to the conventions of the applicable taxonomic discipline.",,"Scientific Name Author","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/ParentheticalAuthorTeamAndYear + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/AuthorTeamAndYear} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeamParenthesis + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeam} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamOriginalAndYear + [= or] DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear}",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificNameAuthor-2003-06-17","2003-06-17","2003-06-17","ScientificNameAuthor","The author of the ScientificName. Can be more than one author in a concatenated string. Should be formatted according to the conventions of the applicable taxonomic discipline.",,"Scientific Name Author","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/ParentheticalAuthorTeamAndYear + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/AuthorTeamAndYear} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeamParenthesis + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeam} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamOriginalAndYear + [= or] DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear}",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificNameAuthor-2003-06-13",,
"http://rs.tdwg.org/dwc/terms/scientificNameAuthorship-2009-04-24","2008-11-19","2009-04-24","scientificNameAuthorship","The authorship information for the scientificName formatted according to the conventions of the applicable nomenclaturalCode.","Example: ""(Torr.) J.T. Howell"", ""(Martinovský) Tzvelev"", ""(Györfi, 1952)""","Scientific Name Authorship","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/ParentheticalAuthorTeamAndYear + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/AuthorTeamAndYear} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeamParenthesis + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeam} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamOriginalAndYear + [= or] DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear}","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/dwcore/AuthorYearOfScientificName-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/scientificNameID-2009-07-06","2008-11-19","2009-07-06","scientificNameID","A unique identifier for the scientificName.",,"Scientific Name ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/taxonNameID-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/scientificNameID-2009-08-24","2008-11-19","2009-08-24","scientificNameID","An identifier for the nomenclatural (not taxonomic) details of a scientific name.","Example: ""urn:lsid:ipni.org:names:37829-1:1.3""","Scientific Name ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/TaxonNameID-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/scientificNameRank-2009-07-06","2008-11-19","2009-07-06","scientificNameRank","The taxonomic rank of the most specific name in the scientificName. Recommended best practice is to use a controlled vocabulary.","Examples: ""subsp."", ""var."", ""forma"", ""species"", ""genus""","Scientific Name Rank","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/Rank","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/taxonRank-2009-04-24",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Sex-2003-06-13","2003-06-13","2003-06-13","Sex","The sex of a specimen. The domain should be a controlled set of terms (codes) based on community consensus. Proposed values: M=Male; F=Female; H=Hermaphrodite; I=Indeterminate (examined but could not be determined; U=Unkown (not examined); T=Transitional (between sexes; useful for sequential hermaphrodites)",,"Sex","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Sex",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Sex-2003-06-17","2003-06-17","2003-06-17","Sex","The sex of a cataloged item (e.g., male, female, hermaphrodite, gynandromorph, not recorded, indeterminate, transitional - between sexes, for sequential hermaphrodites).",,"Sex","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Sex",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Sex-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/Sex-2007-04-17","2007-04-17","2007-04-17","Sex","The sex of the biological individual represented by the cataloged object or observation. Examples: ""male"", ""female"", ""hermaphrodite"", ""gynandromorph"", ""monoecious"", ""dioecious"", ""not recorded"", ""indeterminate"", ""transitional"".",,"Sex","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Sex",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Sex-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/sex-2009-04-24","2008-11-19","2009-04-24","sex","The sex of the biological individual(s) represented in the Occurrence. Recommended best practice is to use a controlled vocabulary.","Examples: ""female"", ""hermaphrodite"", ""8 males, 4 females""","Sex","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Sex","http://rs.tdwg.org/dwc/terms/Occurrence",,"http://rs.tdwg.org/dwc/dwcore/Sex-2007-04-17",,
"http://www.iobis.org/obis/Source-2005-07-10","2005-07-10","2005-07-10","Source","Indicates who gave the record to the data provider. Can indicate a literature citation, an electronic dataset, etc. Is used to provide credit.",,"Source","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/IPRStatements/Citations/Citation/Text",,,,,
"http://gensc.org/ns/mixs/source_mat_id-2011-01-26","2013-05-25","2011-01-26","source_mat_id","A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/MaterialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection provide additional context and suggested syntax for this identifier for data submitted to INSDC databases.",,"source material identifiers","http://gensc.org/ns/mixs/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","not in ABCD","http://rs.tdwg.org/dwc/terms/all",,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Species-2003-06-13","2003-06-13","2003-06-13","Species","The specific epithet of the organism",,"Species","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet}",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Species-2003-06-17","2003-06-17","2003-06-17","Species","The phylogenetic specific epithet of the cataloged item.",,"Species","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet}",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Species-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/SpecificEpithet-2007-04-17","2007-04-17","2007-04-17","SpecificEpithet","The specific epithet of the scientific name applied to the organism.",,"Specific Epithet","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet}",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Species-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/specificEpithet-2009-04-24","2008-11-19","2009-04-24","specificEpithet","The name of the first or species epithet of the scientificName.","Examples: ""concolor"", ""gottschei""","Specific Epithet","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet}","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/dwcore/SpecificEpithet-2007-04-17",,
"http://www.iobis.org/obis/Start_EndCoordinatePrecision-2005-07-10","2005-07-10","2005-07-10","Start_EndCoordinatePrecision","An estimate of how tightly the locality was specified in the Start/End Latitude and Longitude fields; expressed as a distance, in meters, that corresponds to a radius around the latitude-longitude coordinates. Use NULL where precision is unknown, cannot be estimated, or is not applicable.",,"Start End Coordinate Precision","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/CoordinateErrorDistanceInMeters",,,,,
"http://www.iobis.org/obis/StartDayCollected-2005-07-10","2005-07-10","2005-07-10","StartDayCollected","For samples/observations/record events that were taken over time this gives the start day of the collecting event. Possible value ranges from 01..31 inclusive.",,"Start Day Collected","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin",,,,,
"http://rs.tdwg.org/dwc/terms/startDayOfYear-2009-04-24","2008-11-19","2009-04-24","startDayOfYear","The earliest ordinal day of the year on which the Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).","Examples: ""1"" (=1 Jan), ""366"" (=31 Dec), ""365"" (=30 Dec in a leap year, 31 Dec in a non-leap year)","Start Day Of Year","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberBegin","http://rs.tdwg.org/dwc/terms/Event",,"http://rs.tdwg.org/dwc/dwcore/DayOfYear-2007-04-17",,
"http://www.iobis.org/obis/StartJulianDay-2005-07-10","2005-07-10","2005-07-10","StartJulianDay","For samples/observations/record events that were taken over time this gives the start ordinal day of the year for the collecting event; i.e., the number of days since January 1 of the same year. (January 1 is Julian Day 1.). Should be an integer from one to 365, i.e. of the form (([0-3][0-9][0-9)|([0-9][0-9)|([1-9])).",,"Start Julian Day","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberBegin",,,,,
"http://www.iobis.org/obis/StartLatitude-2005-07-10","2005-07-10","2005-07-10","StartLatitude","For samples/observations/record events better represented as line features rather than point features (e.g. extended trawls or transects) this indicates the starting latitude location from which the specimen was collected or in which the sample/observation/record event occurred. This value should be expressed in decimal degrees (East & North = +; West & South = -). GPS-derived data must use the WGS 84 geodetic reference system (http://www.wgs84.com/).",,"Start Latitude","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/CoordinateSets/SiteCoordinates/CoordinatesLatLon/LatitudeDecimal with attribute ""begin"" set to true",,,,,
"http://www.iobis.org/obis/StartLongitude-2005-07-10","2005-07-10","2005-07-10","StartLongitude","For samples/observations/record events better represented as line features rather than point features (e.g. extended trawls or transects) this indicates the starting longitude location from which the specimen was collected. Express in decimal degrees (East & North = +; West & South = -). GPS-derived data must use the WGS 84 geodetic reference system (http://www.wgs84.com/).",,"Start Longitude","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/CoordinateSets/SiteCoordinates/CoordinatesLatLon/LongitudeDecimal with attribute ""begin"" set to true",,,,,
"http://www.iobis.org/obis/StartMonthCollected-2005-07-10","2005-07-10","2005-07-10","StartMonthCollected","For samples/observations/record events that were taken over time this gives the start month of the collecting event. Possible values range from 01...12 inclusive.",,"Start Month Collected","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin",,,,,
"http://www.iobis.org/obis/StartTimeOfDay-2005-07-10","2005-07-10","2005-07-10","StartTimeOfDay","The time of day when the sampling event began, expressed as decimal hours from midnight local time. Examples: 0 = midnight, 12.0 = mid-day, 13.5 = 13:30",,"Start Time of Day","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/DateTime/TimeOfDayBegin",,,,,
"http://rs.tdwg.org/dwc/terms/StartTimeOfDay-2008-11-19","2008-11-19","2009-04-24","StartTimeOfDay","The time of day when the event began, expressed as decimal hours from midnight, local time.","Examples: ""12.0"" (= noon), ""13.5"" (= 1:30pm)","Start Time of Day","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin","http://rs.tdwg.org/dwc/terms/Event",,"http://www.iobis.org/obis/StartTimeOfDay-2005-07-10",,
"http://www.iobis.org/obis/StartYearCollected-2005-07-10","2005-07-10","2005-07-10","StartYearCollected","For samples/observations/record events that were taken over time this gives the start year of the collecting event. The full year should be expressed (e.g. 1972 must be expressed as ""1972"" not ""72""). Must always be a four digit integer.",,"Start Year Collected","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince-2003-06-13","2003-06-13","2003-06-13","StateProvince","The state, province or region (i.e. next political region smaller than Country) from which the specimen was collected. There is some suggestion to use the values described in ISO 3166-2 (http://www.iso.ch/cate/d8349.html), however these values are in a continual state of flux and it appears unlikely that an appropriate mechanism (by ISO) will be in place to manage these changes. Hence it is recommended that where possible, the full, unabbreviated name should be used for storing information. The server should optionally handle abbreviations as an access point. Note: this is a recurring theme (country and state) abbreviations. Check the existence of an attribute type to deal with abbreviations from the bib-1 profile",,"State Province","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= State or = Province (etc.)",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince-2003-06-17","2003-06-17","2003-06-17","StateProvince","The full, unabbreviated name of the state, province, or region (i.e., the next smaller political region than Country) from which the cataloged item was collected.",,"State Province","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= State or = Province (etc.)",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/StateProvince-2007-04-17","2007-04-17","2007-04-17","StateProvince","The full, unabbreviated name of the state, province, or region (i.e., the next smaller political region than Country) in which the organism was collected or observed.",,"State Province","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= State or = Province (etc.)",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/stateProvince-2009-04-24","2008-11-19","2009-04-24","stateProvince","The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which the Location occurs.","Examples: ""Montana"", ""Minas Gerais"", ""Córdoba""","State Province","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= State or = Province (etc.)","http://purl.org/dc/terms/Location",,"http://rs.tdwg.org/dwc/dwcore/StateProvince-2007-04-17",,
"http://www.iobis.org/obis/Subgenus-2005-07-10","2005-07-10","2005-07-10","Subgenus","The name of the subgenus in which the identified name is classified.",,"Subgenus","http://www.iobis.org/obis/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/Subgenus",,,,,
"http://rs.tdwg.org/dwc/terms/subgenus-2009-04-24","2008-11-19","2009-04-24","subgenus","The name of the subgenus in which the scientificName is classified.","Example: ""Strobus"" subgenus of Pinus","Subgenus","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/Subgenus","http://rs.tdwg.org/dwc/terms/Taxon",,"http://www.iobis.org/obis/Subgenus-2005-07-10",,
"http://rs.tdwg.org/dwc/terms/subgenus-2009-08-24","2008-11-19","2009-08-24","subgenus","The full scientific name of the subgenus in which the taxon is classified. Values should include the genus to avoid homonym confusion.","Examples: ""Strobus (Pinus)"", ""Puma (Puma)"" ""Loligo (Amerigo)"", ""Hieracium subgen. Pilosella""","Subgenus","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/Subgenus","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/subgenus-2009-04-24",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies-2003-06-13","2003-06-13","2003-06-13","Subspecies","The sub-specific epithet of the organism",,"Subspecies","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SubspeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/SecondEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SubspeciesEpithet}",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies-2003-06-17","2003-06-17","2003-06-17","Subspecies","The phylogenetic subspecific epithet of the cataloged item.",,"Subspecies","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SubspeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/SecondEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SubspeciesEpithet}",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies-2003-06-13",,
"http://rs.tdwg.org/dwc/terms/Taxon-2008-11-19","2008-11-19","2008-11-19","Taxon","The category of information pertaining to taxonomic names or concepts.",,"Taxon","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/2000/01/rdf-schema#Class",,"superseded","no simple equivalent in ABCD",,,,,
"http://rs.tdwg.org/dwc/dwctype/Taxon-2009-01-23","2009-01-23","2014-10-23","Taxon","A resource describing an instance of the Taxon class.",,"Taxon","http://rs.tdwg.org/dwc/dwctype/","http://www.w3.org/2000/01/rdf-schema#Class",,"deprecated","not in ABCD",,"http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15",,,
"http://rs.tdwg.org/dwc/terms/Taxon-2009-09-21","2008-11-19","2014-10-23","Taxon","The category of information pertaining to taxonomic names, taxon name usages, or taxon concepts.",,"Taxon","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/2000/01/rdf-schema#Class",,"superseded","no simple equivalent in ABCD",,"http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15","http://rs.tdwg.org/dwc/terms/Taxon-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/Taxon-2014-10-23","2008-11-19","2014-10-23","Taxon","A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.","Example: The genus Truncorotaloides as published by Brönnimann et al. in 1953 in the Journal of Paleontology Vol. 27(6) p. 817-820.","Taxon","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/2000/01/rdf-schema#Class",,"recommended","no simple equivalent in ABCD",,"http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15","http://rs.tdwg.org/dwc/terms/Taxon-2009-09-21",,
"http://rs.tdwg.org/dwc/terms/taxonAccordingTo-2009-04-24","2008-11-19","2009-04-24","taxonAccordingTo","Information about the authorship of this taxon concept which uses the scientificName in their sense (secundum, sensu). Could be a publication (identification key), institution or team of individuals.",,"Taxon According To","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://rs.tdwg.org/dwc/terms/accordingTo","superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://rs.tdwg.org/dwc/terms/taxonAttributes-2009-04-24","2009-04-24","2009-04-24","taxonAttributes","A list (concatenated and separated) of additional measurements, facts, characteristics, or assertions about the taxon.","Example: ""iucnstatus=vulnerable; distribution=Neuquen, Argentina""","Taxon Attributes","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSets/DataSet/Units/Unit/Identifications/Identification/Result/TaxonIdentified/InformalNameString","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://rs.tdwg.org/dwc/terms/taxonConceptID-2009-04-24","2009-04-24","2009-04-24","taxonConceptID","A unique identifier for the taxon concept (a circumscription of a taxonName).",,"Taxon Concept ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","deprecated","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://rs.tdwg.org/dwc/terms/taxonConceptID-2009-09-21","2009-04-24","2009-09-21","taxonConceptID","An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a taxon.","Example: ""8fa58e08-08de-4ac1-b69c-1235340b7001""","Taxon Concept ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/taxonConceptID-2009-04-24",,
