rdf_about,dcterms_issued,dcterms_modified,localName,rdfs_comment,dcterms_description,skos_prefLabel,rdfs_isDefinedBy,rdf_type,rdfs_subPropertyOf,dwcattributes_status,dwcattributes_abcdEquivalence,dwcattributes_organizedInClass,dwcattributes_decision,dcterms_replaces,dcterms_replaces1,dcterms_replaces2
http://rs.tdwg.org/dwc/terms/family-2009-08-24,2008-11-19,2009-08-24,family,The full scientific name of the family in which the taxon is classified.,"Examples: ""Felidae"", ""Monocleaceae""",Family,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,http://rs.tdwg.org/dwc/terms/Taxon,,http://rs.tdwg.org/dwc/terms/family-2009-04-24,,
http://rs.tdwg.org/dwc/terms/fieldNotes-2009-04-24,2008-11-19,2009-04-24,fieldNotes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the Event.","Example: ""notes available in Grinnell-Miller Library""",Field Notes,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/FieldNotes,http://rs.tdwg.org/dwc/terms/Event,,http://rs.tdwg.org/dwc/curatorial/FieldNotes-2007-04-17,,
http://rs.tdwg.org/dwc/terms/fieldNumber-2009-04-24,2008-11-19,2009-04-24,fieldNumber,An identifier given to the event in the field. Often serves as a link between field notes and the Event.,"Example: ""RV Sol 87-03-08""",Field Number,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs.tdwg.org/dwc/terms/Event,,http://rs.tdwg.org/dwc/curatorial/FieldNumber-2007-04-17,,
http://rs.tdwg.org/dwc/terms/footprintSpatialFit-2009-04-24,2008-11-19,2014-10-23,footprintSpatialFit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left blank) if the original representation is a point and the given georeference is not that same point. If both the original and the given georeference are the same point, the footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the ""Guide to Best Practices for Georeferencing"", Chapman and Wieczorek, eds. 2006.",Footprint Spatial Fit,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit (ABCD v2.06b),http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/FootprintSpatialFit-2007-04-17,,
http://rs.tdwg.org/dwc/terms/footprintSRS-2009-07-06,2009-07-06,2009-07-06,footprintSRS,"A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead.","Example: The WKT for the standard WGS84 SRS (EPSG:4326) is ""GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]"" without the enclosing quotes.",Footprint SRS,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://purl.org/dc/terms/Location,,,,
http://rs.tdwg.org/dwc/terms/footprintWKT-2009-04-24,2008-11-19,2009-04-24,footprintWKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.","Example: the one-degree bounding box with opposite corners at (longitude=10, latitude=20) and (longitude=11, latitude=21) would be expressed in well-known text as POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))",Footprint WKT,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b),http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/FootprintWKT-2007-04-17,,
http://rs.tdwg.org/dwc/terms/formation-2009-04-24,2009-04-24,2009-07-06,formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,"Examples: ""Notch Peak Fromation"", ""House Limestone"", ""Fillmore Formation""",Formation,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation-2005-07-03,,
http://rs.tdwg.org/dwc/terms/genus-2009-08-24,2008-11-19,2009-08-24,genus,The full scientific name of the genus in which the taxon is classified.,"Examples: ""Puma"", ""Monoclea""",Genus,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},http://rs.tdwg.org/dwc/terms/Taxon,,http://rs.tdwg.org/dwc/terms/genus-2009-04-24,,
http://rs.tdwg.org/dwc/terms/geodeticDatum-2009-04-24,2008-11-19,2009-07-06,geodeticDatum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based. Recommended best practice is use the EPSG code as a controlled vocabulary to provide an SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value ""unknown"".","Examples: ""EPSG:4326"", ""WGS84"", ""NAD27"", ""Campo Inchauspe"", ""European 1950"", ""Clarke 1866""",Geodetic Datum,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/SpatialDatum,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/GeodeticDatum-2007-04-17,,
http://rs.tdwg.org/dwc/terms/geologicalContextID-2009-07-06,2009-07-06,2009-07-06,geologicalContextID,"An identifier for the set of information associated with a GeologicalContext (the location within a geological context, such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.",,Geological Context ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/identifier,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,,,
http://rs.tdwg.org/dwc/terms/georeferencedBy-2014-10-23,2009-01-21,2014-10-23,georeferencedBy,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the Location.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""Brad Millen (ROM)"", ""Kristina Yamamoto (MVZ) | Janet Fang (MVZ)"".",Georeferenced By,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/accordingTo,recommended,not in ABCD,http://purl.org/dc/terms/Location,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/georeferencedBy-2009-04-24,,
http://rs.tdwg.org/dwc/terms/georeferencedDate-2011-10-16,2011-10-16,2011-10-16,georeferencedDate,"The date on which the Location was georeferenced. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",Georeferenced Date,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/date,recommended,not in ABCD,http://purl.org/dc/terms/Location,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2011-10-16_9,,,
http://rs.tdwg.org/dwc/terms/georeferenceProtocol-2009-04-24,2008-11-19,2009-04-24,georeferenceProtocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.","Examples: ""Guide to Best Practices for Georeferencing. (Chapman and Wieczorek, eds. 2006). Global Biodiversity Information Facility."", ""MaNIS/HerpNet/ORNIS Georeferencing Guidelines"", ""Georeferencing Quick Reference Guide""",Georeference Protocol,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinateMethod,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/GeoreferenceProtocol-2007-04-17,,
http://rs.tdwg.org/dwc/terms/georeferenceRemarks-2009-04-24,2008-11-19,2009-04-24,georeferenceRemarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in georeferenceProtocol.","Example: ""assumed distance by road (Hwy. 101)""",Georeference Remarks,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceRemarks,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/GeoreferenceRemarks-2007-04-17,,
http://rs.tdwg.org/dwc/terms/georeferenceSources-2014-10-23,2008-11-19,2014-10-23,georeferenceSources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the Location, described specifically enough to allow anyone in the future to use the same resources.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""GeoLocate"", ""USGS 1:24000 Florence Montana Quad | Terrametrics 2008 on Google Earth"".",Georeference Sources,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceSources,http://purl.org/dc/terms/Location,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/georeferenceSources-2009-04-24,,
http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus-2009-04-24,2008-11-19,2009-04-24,georeferenceVerificationStatus,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description. Recommended best practice is to use a controlled vocabulary.,"Examples: ""requires verification"", ""verified by collector"", ""verified by curator"".",Georeference Verification Status,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceVerificationStatus,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/GeoreferenceVerificationStatus-2007-04-17,,
http://rs.tdwg.org/dwc/terms/group-2009-04-24,2009-04-24,2009-07-06,group,The full name of the lithostratigraphic group from which the cataloged item was collected.,,Group,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Group-2005-07-03,,
http://rs.tdwg.org/dwc/terms/habitat-2009-04-24,2008-11-19,2009-05-17,habitat,A category or description of the habitat in which the Event occurred.,"Examples: ""oak savanna"", ""pre-cordilleran steppe""",Habitat,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/Biotope/Text,http://rs.tdwg.org/dwc/terms/Event,,,,
http://rs.tdwg.org/dwc/terms/higherClassification-2014-10-23,2008-11-19,2014-10-23,higherClassification,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the taxon referenced in the taxon record.,"The recommended best practice is to separate the values with a vertical bar (' | '), with terms in order from the highest taxonomic rank to the lowest. Examples: ""Animalia"", ""Animalia | Chordata | Vertebrata | Mammalia | Theria | Eutheria | Rodentia | Hystricognatha | Hystricognathi | Ctenomyidae | Ctenomyini | Ctenomys"".",Higher Classification,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/higherClassification-2009-08-24,,
http://rs.tdwg.org/dwc/terms/higherGeography-2014-10-23,2008-11-19,2014-10-23,higherGeography,A list (concatenated and separated) of geographic names less specific than the information captured in the locality term.,"The recommended best practice is to separate the values with a vertical bar (' | '), with terms in order from least specific to most specific. Examples: ""North Atlantic Ocean"", ""South America | Argentina | Patagonia | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos"" with accompanying values ""South America"" in Continent, ""Argentina"" in Country, ""Neuquén"" in StateProvince, and ""Los Lagos"" in County.",Higher Geography,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,{DataSets/DataSet/Units/Unit/Gathering/LocalityText or DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName},http://purl.org/dc/terms/Location,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/higherGeography-2009-04-24,,
http://rs.tdwg.org/dwc/terms/higherGeographyID-2009-04-24,2009-01-21,2009-04-24,higherGeographyID,An identifier for the geographic region within which the Location occurred. Recommended best practice is to use an persistent identifier from a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"Example: ""TGN: 1002002"" for Prov. Tierra del Fuego, Argentina",Higher Geography ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/identifier,recommended,not in ABCD,http://purl.org/dc/terms/Location,,,,
http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone-2009-04-24,2009-04-24,2009-07-06,highestBiostratigraphicZone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,,Highest Biostratigraphic Zone,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/HighestBiostratigraphicZone-2005-07-03,,
http://rs.tdwg.org/dwc/terms/identificationID-2009-04-24,2008-11-19,2009-04-24,identificationID,An identifier for the Identification (the body of information associated with the assignment of a scientific name). May be a global unique identifier or an identifier specific to the data set.,,Identification ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/identifier,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/Identification,,,,
http://rs.tdwg.org/dwc/terms/identificationQualifier-2009-04-24,2008-11-19,2009-04-24,identificationQualifier,"A brief phrase or a standard term (""cf."", ""aff."") to express the determiner's doubts about the Identification.","Examples: 1) For the determination ""Quercus aff. agrifolia var. oxyadenia"", identificationQualifier would be ""aff. agrifolia var. oxyadenia"" with accompanying values ""Quercus"" in genus, ""agrifolia"" in specificEpithet, ""oxyadenia"" in infraspecificEpithet, and ""var."" in rank. 2) For the determination ""Quercus agrifolia cf. var. oxyadenia"", identificationQualifier would be ""cf. var. oxyadenia "" with accompanying values ""Quercus"" in genus, ""agrifolia"" in specificEpithet, ""oxyadenia"" in infraspecificEpithet, and ""var."" in rank.",Identification Qualifier,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/IdentificationQualifier,http://rs.tdwg.org/dwc/terms/Identification,,http://rs.tdwg.org/dwc/dwcore/IdentificationQualifier-2007-04-17,,
http://rs.tdwg.org/dwc/terms/identificationReferences-2014-10-23,2008-11-19,2014-10-23,identificationReferences,"A list (concatenated and separated) of references (publication, global unique identifier, URI) used in the Identification.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""Aves del Noroeste Patagonico. Christie et al. 2004."", ""Stebbins, R. Field Guide to Western Reptiles and Amphibians. 3rd Edition. 2003. | Irschick, D.J. and Shaffer, H.B. (1997). ''The polytypic species revisited: Morphological differentiation among tiger salamanders (Ambystoma tigrinum) (Amphibia: Caudata).'' Herpetologica, 53(1), 30-49."".",Identification References,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/References,http://rs.tdwg.org/dwc/terms/Identification,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/identificationReferences-2009-04-24,,
http://rs.tdwg.org/dwc/terms/identificationRemarks-2009-04-24,2008-11-19,2009-04-24,identificationRemarks,Comments or notes about the Identification.,"Example: ""Distinguished between Anthus correndera and Anthus hellmayri based on the comparative lengths of the uñas.""",Identification Remarks,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/Notes,http://rs.tdwg.org/dwc/terms/Identification,,,,
http://rs.tdwg.org/dwc/terms/identificationVerificationStatus-2011-10-16,2011-10-16,2011-10-16,identificationVerificationStatus,A categorical indicator of the extent to which the taxonomic identification has been verified to be correct. Recommended best practice is to use a controlled vocabulary such as that used in HISPID/ABCD.,"Examples: ""0"", ""4""",Identification Verification Status,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/Identification,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2011-10-16_10,,,
http://rs.tdwg.org/dwc/terms/identifiedBy-2014-10-23,2008-11-19,2014-10-23,identifiedBy,"A list (concatenated and separated) of names of people, groups, or organizations who assigned the Taxon to the subject.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""James L. Patton"", ""Theodore Pappenfuss | Robert Macey"".",Identified By,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/accordingTo,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/Identifiers/IdentifiersText,http://rs.tdwg.org/dwc/terms/Identification,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/identifiedBy-2009-08-24,,
http://rs.tdwg.org/dwc/terms/individualCount-2009-04-24,2008-11-19,2009-04-24,individualCount,The number of individuals represented present at the time of the Occurrence.,"Examples: ""1"", ""25""",Individual Count,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue,http://rs.tdwg.org/dwc/terms/Occurrence,,http://rs.tdwg.org/dwc/curatorial/IndividualCount-2007-04-17,,
http://rs.tdwg.org/dwc/terms/informationWithheld-2009-04-24,2008-11-19,2009-04-24,informationWithheld,"Additional information that exists, but that has not been shared in the given record.","Examples: ""location information not given for endangered species"", ""collector identities withheld"", ""ask about tissue samples""",Information Withheld,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/InformationWithheld,http://rs.tdwg.org/dwc/terms/all,,http://rs.tdwg.org/dwc/dwcore/InformationWithheld-2007-04-17,,
http://rs.tdwg.org/dwc/terms/infraspecificEpithet-2009-08-24,2008-11-19,2009-08-24,infraspecificEpithet,"The name of the lowest or terminal infraspecific epithet of the scientificName, excluding any rank designation.","Examples: ""concolor"", ""oxyadenia"", ""sayi""",Infraspecific Epithet,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SubspeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/SecondEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SubspeciesEpithet},http://rs.tdwg.org/dwc/terms/Taxon,,http://rs.tdwg.org/dwc/terms/infraspecificEpithet-2009-04-24,,
http://rs.tdwg.org/dwc/terms/institutionCode-2009-09-11,2008-11-19,2013-10-04,institutionCode,The name (or acronym) in use by the institution having custody of the object(s) or information referred to in the record.,"Examples: ""MVZ"", ""FMNH"", ""AKN-CLO"", ""University of California Museum of Paleontology (UCMP)""",Institution Code,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/SourceInstitutionID,http://rs.tdwg.org/dwc/terms/all,,http://rs.tdwg.org/dwc/terms/institutionCode-2009-08-24,,
http://rs.tdwg.org/dwc/terms/institutionID-2009-09-11,2009-09-11,2014-10-23,institutionID,An identifier for the institution having custody of the object(s) or information referred to in the record.,"For physical specimens, the recommended best practice is to use an identifier from a collections registry such as the Global Registry of Biodiversity Repositories (http://grbio.org/). Examples: ""http://biocol.org/urn:lsid:biocol.org:col:34777"", ""http://grbio.org/cool/km06-gtbn"".",Institution ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/SourceInstitutionID,http://rs.tdwg.org/dwc/terms/all,,,,
http://rs.tdwg.org/dwc/terms/island-2009-04-24,2008-11-19,2009-04-24,island,The name of the island on or near which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"Examples: ""Isla Victoria"", ""Vancouver"", ""Viti Levu"", ""Zanzibar""",Island,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/dwcore/Island-2007-04-17,,
http://rs.tdwg.org/dwc/terms/islandGroup-2009-04-24,2008-11-19,2009-04-24,islandGroup,The name of the island group in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"Examples: ""Alexander Archipelago"", ""Seychelles""",Island Group,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island group,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/dwcore/IslandGroup-2007-04-17,,
http://rs.tdwg.org/dwc/terms/kingdom-2009-08-24,2008-11-19,2009-08-24,kingdom,The full scientific name of the kingdom in which the taxon is classified.,"Examples: ""Animalia"", ""Plantae""",Kingdom,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = regnum,http://rs.tdwg.org/dwc/terms/Taxon,,http://rs.tdwg.org/dwc/terms/kingdom-2009-04-24,,
http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage-2009-04-24,2009-04-24,2009-07-06,latestAgeOrHighestStage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Atlantic"", ""Boreal"", ""Skullrockian""",Latest AgeOr Highest Stage,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestAgeOrHighestStage-2005-07-03,,
http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem-2009-04-24,2009-04-24,2009-07-06,latestEonOrHighestEonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.","Examples: ""Phanerozoic"", ""Proterozoic""",Latest Eon Or Highest Eonothem,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://rs.tdwg.org/dwc/terms/LatestEonOrLowestEonothem-2005-07-03,,
http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries-2009-04-24,2009-04-24,2009-07-06,latestEpochOrHighestSeries,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Holocene"", ""Pleistocene"", ""Ibexian Series""",Latest Epoch Or Highest Series,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEpochOrHighestSeries-2005-07-03,,
http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem-2009-04-24,2009-04-24,2009-07-06,latestEraOrHighestErathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Cenozoic"", ""Mesozoic""",Latest Era Or Highest Erathem,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEraOrHighestErathem-2005-07-03,,
http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem-2009-04-24,2009-04-24,2009-07-06,latestPeriodOrHighestSystem,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Neogene"", ""Tertiary"", ""Quaternary""",Latest Period Or Highest System,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestPeriodOrHighestSystem-2005-07-03,,
